id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
4737427389023223,LfHEKBRlR,5199709563,榆林检察,《中华人民共和国个人信息保护法》第六条　处理个人信息应当具有明确、合理的目的，并应当与处理目的直接相关，采取对个人权益影响最小的方式。收集个人信息，应当限于实现处理目的的最小范围，不得过度收集个人信息。,,,,,2,31,22,2022-02-16 09:16,iPhone客户端,,,,,蓝V
4737423379008151,LfHyhBNqL,5177951246,咸阳检察,#走近民法典#《中华人民共和国个人信息保护法》第十七条　个人信息处理者在处理个人信息前，应当以显著方式、清晰易懂的语言真实、准确、完整地向个人告知下列事项：（一）个人信息处理者的名称或者姓名和联系方式；（二）个人信息的处理目的、处理方式，处理的个人信息种类、保存期限；（三）个人行使本法规定权利的方式和程序；（四）法律、行政法规规定应当告知的其他事项。前款规定事项发生变更的，应当将变更部分告知个人。个人信息处理者通过制定个人信息处理规则的方式告知第一款规定事项的，处理规则应当公开，并且便于查阅和保存。,,,,走近民法典,4,3,4,2022-02-16 09:00,微博网页版,,,,,蓝V
4729548254218285,LcoGthHmR,7309046704,KY小蟹圆,某些部门说整治根本就是拿着鸡毛当令箭人前一套背后一套那次不是事情闹的天翻地覆一发不可收拾某些部门就开始马后炮，想要彻底杜绝网络暴力，就制定网络完整管理体系实行实名制认证管理，谁发言谁负责，视情节轻重制定惩罚手段就像个人信息保护法一样，造谣者和平台一起警告加罚款罚的那些人倾家荡产加入征信黑名单和网络黑名单，必要时视情节轻重用法律手段去解决直接移交警察和法院处理，看还没有人渣上敢着胡编乱造无中生有以讹传讹的过街老鼠,,,,,0,0,0,2022-01-25 15:27,前置双摄vivo X9Plus,https://wx4.sinaimg.cn/large/007YE0W4gy1gypxzdbbukj30sw0nb4bo.jpg,,,,普通用户
4729527329365199,Lco8IDijB,6419233809,上海市法学会,#上海法学研究#集刊2021年第18卷（智慧法治学术精华文集）赵哲：《大数据时代个人地理信息权的法律保护研究》选读载《苏州大学学报（哲学社会科学版）》2019年第3期大数据时代信息资源的开放和共享增强了个人地理信息权利保护的必要性，需要在立法和技术规范上建立统一的权利保护规范。制定《个人信息保护法》时应将个人地理信息视为敏感信息。以知情同意的明示方式作为敏感信息利用规则具有排除信息控制者、处理者和第三方非法收集、处理个人地理信息的实然法律效果。对个人地理信息权的救济应通过保护法益为核心的权利保障体系和救济制度来实现。#法学研究# @中国法学会 @微博法律,,,"中国法学会,微博法律","上海法学研究,法学研究",4,3,5,2022-01-25 14:04,微博 weibo.com,https://wx3.sinaimg.cn/large/0070qrXbgy1gypvtkbiggj30u014tjuc.jpg,,,,蓝V
4729484651007308,Lcn1T4e2U,3185355425,中国互联网协会微博,【中国信通院余晓晖：着力优化发展环境推动平台经济健康发展——《关于推动平台经济规范健康持续发展的若干意见》解读】在中央财经委员会第九次会议上，习近平总书记对推动平台经济规范健康持续发展做出了系列重要部署。《关于推动平台经济规范健康持续发展的若干意见》（以下简称“《意见》”）是对此次会议重要精神的集中体现，是从构筑国家竞争新优势的战略高度出发促进平台经济健康发展的具体落实。《意见》贯彻了推动平台“在发展中规范、在规范中发展”的重要思想，为解决我国平台经济发展关键时期面临的突出矛盾和问题，指明了路径和方向。《意见》从健全完善规则制度、增强创新发展能力、赋能经济转型发展等方面提出若干举措，对推动平台经济实现更高质量、更有效率、更加公平、更可持续、更为安全的发展具有重要意义。从《意见》内容看，未来将重点优化五方面发展环境。一、加快健全公平竞争的法治环境近年来我国平台经济快速发展，在经济社会发展全局中的地位和作用日益凸显。与此同时，我国平台经济发展中也存在一些新情况、新问题。《意见》从健全完善制度规则出发，提出修订《反垄断法》，完善《数据安全法》《个人信息保护法》配套规则，制定禁止网络不正当竞争行为管理办法、平台分级分类指南以及平台落实主体责任清单指南等制度规范，正是要以法治促规范，为平台经济持续健康发展保驾护航。针对平台企业存在的数据安全、算法歧视等问题，《意见》提出强化数据和算法安全监管，严厉打击平台企业超范围收集、超权限调用个人信息，引导平台企业提升算法透明度与可解释性，促进算法公平。社会主义市场经济是法治经济，公平竞争的法治环境有利于推动互联网平台从资本无序扩张、低水平流量竞争的发展模式中走出来，向高品质服务供给转变，通过深耕专业化能力做大做强。二、积极营造开放互通的生态环境开放互通是互联网发展的基本价值取向，也是营造共享共赢网络生态的关键环节。《意见》积极引导平台经济形成兼容开放的发展生态圈，要求平台企业依法依规有序推进生态开放等。这就是要呼吁平台企业回归“开放、平等、协作、分享”的互联网精神，为平台经济构建良好创新生态，实现包容发展。《意见》还在给予优质小微商户流量扶持、合理确定支付结算和平台佣金等方面，引导平台企业对数以万计深耕互联网平台的中小微企业帮一把、扶上马，旨在推动平台企业从追求规模增长向更加兼顾社会效益转变，积极承担社会责任，更好地服务于经济社会发展大局。三、努力构建高效协同的治理环境平台经济具有显著的跨界融合特征，涉及网络安全、数据安全、隐私保护、公平竞争、消费者和劳动者权益保障等多层次、多领域的监管工作，这对跨部门协同治理提出了更高要求。《意见》提出要强化部门协同、部门联动、央地联动，加强监管行动和政策的统筹协调，防范政策叠加导致非预期风险等，并强调要坚持责任划分、评估考评与追责问责的有机统一。这是为更好统筹监管力量，既杜绝监管真空，又避免一拥而上、多头监管，努力为企业营造稳定可预期的监管环境。与此同时，做好平台经济治理，不能仅依靠政府监管，平台企业的自治以及公众和社会第三方的参与同样重要。为此，《意见》提出通过提升平台企业的公开度和透明度等方式，强化社会监督，推动形成有助于平台经济规范健康持续发展的高效协同治理合力。四、着力打造技术导向的创新环境进入21世纪以来，全球科技创新进入空前密集活跃的时期，新一轮科技革命和产业变革加速全球创新版图和全球经济结构重塑。当前，我国已经开启全面建设社会主义现代化国家新征程，科技创新在党和国家发展全局中具有十分重要的地位和作用。平台经济作为经济发展中创新最活跃、增长速度最快的新兴领域之一，理应有更大作为。《意见》鼓励平台企业更加注重核心技术创新，加大基础研究和应用研发投入力度，加快人工智能、云计算等技术研发突破，就是要推动平台企业从挖掘人口流量红利向深耕技术创新红利转变，力争做突破“卡脖子”技术的先行军、主力军。与此同时，《意见》鼓励平台充分利用技术、人才、资金、渠道、数据等优势，推动“互联网+”向更大范围、更深层次、更高效率方向发展，鼓励基于平台的要素融合创新，优化要素资源配置，目的就是更好引导企业转变过去低水平、同质化竞争的发展模式。《意见》还强调加强开放合作，提升全球化发展水平，支持平台企业推动数字化产品与服务“走出去”，增强国际化发展能力。五、推动形成赋能实体经济的政策环境当前，以新一代信息技术为主要驱动的第四次工业革命进一步加快，实体经济各领域面临全面深刻的数字化转型。平台经济作为数字时代生产力新的组织方式，在降低交易成本、提高社会资源配置效率、赋能实体经济转型发展等方面具有显著优势。近年来，以工业互联网平台为核心的数字技术和产业体系，通过汇聚数据、软件等技术资源，打通制造与服务、产品与市场壁垒，在助力开放式创新、推动工业制造业加快数字化、服务化延伸等方面彰显了巨大作用。《意见》提出平台企业要发展按需生产、以销定产、个性化定制等新型制造模式，创新发展智慧农业，就是要更好推动平台经济和实体经济融合发展，激发平台企业在推动制造业、农业、服务业数字化转型升级方面的活力，充分发挥数字技术对经济发展的放大、叠加和倍增作用，赋能高质量发展。来源：国家发展和改革委员会官网,,,,,1,0,0,2022-01-25 11:14,微博 weibo.com,,,,,蓝V
4729476954462735,LcmPtiIXB,5308950972,汕头检察,#汕检动态#【以“我管”促“都管”，汕头检察公益诉讼督促保护公民个人信息安全】随着互联网的高速发展和大数据的普遍应用，信息的流通达到了前所未有的深度与广度，注册个人信息已成为日常生活中必不可少的环节，但同时，个人信息的非法收集、使用、买卖严重侵扰公民生活安宁、破坏社会公共秩序、损害社会公共利益。个人信息安全问题日益严峻，加强个人信息保护成为全社会共同的呼声。刚买新房，广告短信就源源不断、骚扰电话也接二连三、垃圾邮件更是铺天盖地……你是否也遭受这样的困扰？这个问题应该由谁管？新年伊始，市检察院召开《个人信息保护法》正式实施以来全市首例侵犯公民个人信息领域的公益诉讼案件听证会，为个人隐私和信息安全筑起保护屏障。近日，市检察院第六检察部在履行公益诉讼监督职责时发现，分别任职于房地产开发经营、家居装修、房地产中介等行业的33个行为人非法获取汕头市房地产楼盘交易（业主）信息，或进行非法转卖，或通过打电话、加微信等方式宣传、推广业务，导致广大人民群众的个人信息泄露，众多业主频繁受到电话和短信骚扰。虽然违法行为人因涉嫌侵犯个人信息罪已被公安机关立案侦查，但是作为信息源头并负有管理职责的33家房地产公司和装修装饰公司并未及时受到相应行政处罚。O网页链接,,,,汕检动态,0,0,0,2022-01-25 10:43,微博网页版,"https://wx3.sinaimg.cn/large/005NhOFugy1gypq0tlxj8j31e00ul152.jpg,https://wx1.sinaimg.cn/large/005NhOFugy1gypq15mcm2j31e00vin8p.jpg,https://wx1.sinaimg.cn/large/005NhOFugy1gypq1cbokvj31e00xeal1.jpg",,,,蓝V
4729476725080136,LcmP6ljzG,1828196411,谢静-Nutrition,《个人信息保护法》--健康医疗数据,,,,,0,0,0,2022-01-25 10:43,微博网页版,"https://wx4.sinaimg.cn/large/6cf8103bly1gypq0asjfrj20sk13w7wh.jpg,https://wx2.sinaimg.cn/large/6cf8103bly1gypq0ayxjrj20bu0ejtcq.jpg",,,,黄V
4729475419866662,LcmMZFoLI,1739961924,中国商界杂志社,【#小鹏汽车被罚揭开冰山一角数据安全治理仍存卡脖子难题#】近日，有多位消费者在黑猫投诉平台投诉#小鹏汽车#不能及时交付。例如一位消费者称其于2021年10月预定小鹏P5460G版本并缴纳5000元定金，签署购买协议，虽然销售人员告知11月底或12月交车，但直到2022年1月18日才被告知配车。这已是最近小鹏第二次成为热门话题。去年底，上海小鹏汽车销售服务有限公司被徐汇区市场监督管理局罚款10万元，处罚事由为，当事人购买具有人脸识别功能的摄像设备22台安装在旗下门店，以此统计进店人数并分析男女比例、年龄等。市场监管部门的处罚决定书显示，2021年1月至6月，小鹏汽车共采集上传人脸照片431623张。该行为未经得消费者同意，也无明示、告知消费者收集、使用目的，违反消费者权益保护法。这只是数据安全隐患的冰山一角。随着我国数字经济飞速发展，各类数据迅猛增长、海量聚集，相伴而生了一些新问题：点开手机上的App，使用条款中潜藏着个人信息过度收集的风险；从网络购物到旅行交通，用户被大数据精准画像；木马病毒等造成的数据泄露带来不胜其烦的骚扰电话、短信……不难发现，由数据带来的安全漏洞让人防不胜防，而数据安全治理仍存技术硬件弱、相关标准缺乏等卡脖子难题。O小鹏汽车被罚揭开冰山一角数据安全治理仍存卡脖子难题,,,,"小鹏汽车被罚揭开冰山一角  数据安全治理仍存卡脖子难题,小鹏汽车",0,1,1,2022-01-25 10:37,微博 weibo.com,,,,,蓝V
4729475349089617,LcmMSC8CJ,2912143721,石家庄普法办公室,"保留消费凭证！石家庄市市场监管局发布2022年春节消费提示2022年春节将至，又到了一年的消费高峰期，为减少消费纠纷，倡导文明、健康、绿色、环保的消费理念。石家庄市市场监督管理局12315提醒广大消费者注意以下事项：█保留消费凭证保持理性消费年底各大商家活动频出、花样繁多，消费者在参加促销打折活动时，需详细了解活动规则，特别要留意商家的促销信息、时间范围和限制条件等。现行的《中华人民共和国消费者权益保护法》规定，网络购物实行“7天无理由退货”服务，但对于线下实体店购物的，“7天无理由退货”尚没有明确的法律规定。所以，选择线下购买的消费者购买时要详细询问相关退换货约定，保留消费凭证，保持理性消费。█年饭预订分清“定金”和“订金”消费者在预订酒店年夜饭时，要注意“定金”和“订金”的区别，“定金”通常情况下不可退还，消费者需区分清楚，并和商家确认是否可退订等事宜；年夜饭一般是固定套餐，在挑选饭菜时，不要被花哨的菜名迷惑，尽量弄清每道菜的名称、内容、规格和价格，同时搞清具体的收费项目。如是否可自带酒水，有无最低消费、开瓶费、包间费等；消费者要保留好预订票据、书面协议、收据、发票等凭证，以便在权益受损时方便维权。同时消费者在外出就餐时，要选择具有食品经营许可证、内外环境及卫生条件好、食品安全量化分级等级高的餐饮服务单位就餐，提倡使用公筷、公勺，响应“光盘”号召，文明健康就餐。█停车收费看清公示标识消费者节假日外出选择停车场时，应注意查看停车场进出口醒目位置是否放置“政府定价类停车场收费公示牌”等形式的停车收费公示标识，是否按照公示牌所公示的收费标准进行收费，还要注意停车时间计时是否按公示内容计时且准确合理，同时注意索要收费票据。█预付消费避免大额充值春节期间是娱乐、餐饮等服务行业办理预付卡或续卡费的促销高峰期。消费者在消费前要注意检查经营者的证照等主体资格是否齐全有效，经营单位是否拥有较高的市场信誉度和较好的经营状况。谨慎选择金额较高或者服务周期过长的会员卡，尽量避免一次性充值大量金额，仔细了解活动规则，以免因商家经营不善倒闭等情况造成个人财产损失。办理预付卡时要和经营者签订合同，合同中明确商品或服务的数量质量、价款费用、履行期限和方式、安全注意事项和风险警示、售后服务、民事责任等内容，保障自己的合法权益。█高度警惕老年讲座陷阱临近年底，一些无良经营者往往以“感恩答谢”的名义，通过频繁组织老年人参加免费的招待会、健康讲座、专家义诊、赠送礼品等会销活动，诱骗老年消费者购买质次价高甚至是“三无”的保健品。有的打着“无效退货退款”的幌子，在骗取老年人钱款后逃之夭夭。老年消费者要高度警惕保健品虚假宣传的销售陷阱,发现虚假宣传行为可及时向当地市场监管部门进行举报。当您的合法权益受到损害或发现食品安全、商家销售假冒伪劣产品等违法经营行为时，请及时通过12315公众号、12315小程序、全国12315互联网平台、全国12315平台APP或者拨打12315市场监管投诉举报电话进行投诉举报。（石家庄日报）",,,,,0,0,0,2022-01-25 10:37,微博网页版,,,,,蓝V
4729462110816993,Lcmrx3qxj,6419233809,上海市法学会,#微博学法律#唐林垚《数据合规科技的风险规制及法理构建》选读【载#东方法学#2022年第1期】无论技术如何发展，自然人享有的正当程序权利，不因规则体系的数字化重建而改变。遵循行政法的自然正义观，英美立法者正探讨“陈情权”的可行性，为遭受不公正自动化决策的数据主体提供获得公平聆讯和请求行政复议的机会。另一个同数据合规科技息息相关的权利范式是“离线权”，该权利允许数据主体将个人数据从数据合规科技的实践中撤离出来，并自由决定其个人数据在不同数据处理者之间的流转，与欧美数据保护法中的“数据可携带权”以及我国个人信息保护法中的“个人信息转移权”有异曲同工之妙。在不同的技术场景中，离线权的表现形式亦有所不同。例如，在多方安全计算中，数据主体行使离线权即意味着撤销参与未来多方安全计算的同意，数据处理主体须接续本地自动化决策方案，以保持服务提供的连续性。在联邦学习中，离线权表现为用户可以随时行使的“掉线权”。作为解决多组织协同训练问题的有效手段，现有联邦学习技术通常限制用户掉线。研究表明，通过在本地模型参数上添加差分隐私扰动、在聚合参数上添加用户噪声等方式，用户掉线将不再对模型训练构成威胁，掉线权的普及具备了技术层面的可行性，异构系统间的联邦学习也成为可能。掉线权的法益体现在，虽然掉线权的制度引入给技术方带来了更高的合规成本，但有助于吸引更多离散客户端参与联邦学习，从而提升系统的准确性和鲁棒性。@中国法学会,,,中国法学会,"微博学法律,东方法学",2,3,5,2022-01-25 09:44,微博 weibo.com,https://wx4.sinaimg.cn/large/0070qrXbgy1gypobz48drj31yf0u0428.jpg,,,,蓝V
4729456319532250,LcmibDZLY,7584543921,独角兽_上海人民出版社,【早上好】#书摘#在哪些情况下，可以合法对个人信息进行处理？——对个人信息的处理包括了对个人信息的收集、存储、使用、加工、传输、提供、公开、删除等行为。——根据《个人信息保护法》的规定，个人信息处理者只能在下列情形中才可以处理个人信息：取得个人的同意；为订立、履行个人作为一方当事人的合同或者按照依法制定的劳动规章制度和依法签订的集体合同实施人力资源管理所必需；为履行法定职责或者法定义务所必需；为应对突发公共卫生事件，或者紧急情况下为保护自然人的生命健康和财产安全所必需；为公共利益实施新闻报道、舆论监督等行为，在合理的范围内处理个人信息；依照《个人信息保护法》规定在合理的范围内处理个人自行公开或者其他已经合法公开的个人信息；法律、行政法规规定的其他情形。《#个人信息保护法#与日常生活》,,,,"书摘,个人信息保护法",0,0,0,2022-01-25 09:21,微博网页版,,,,,普通用户
4729452476500549,LcmbZrh5z,2733916771,开封市场监管,【天津：新城亿恒房地产开发公司售楼处装人脸识别系统遭罚款】近日，天津市市场监管局公布了一批侵害消费者个人信息的违法案件。其中涉及天津新城亿恒房地产开发有限公司侵害消费者个人信息案。该公司2021年7月份至2021年8月，在其营业场所新城泊阅项目售楼处安装人脸识别摄像系统，期间，当事人未经消费者同意共采集消费者人脸信息907条，并对其中的89条消费者人脸信息进行比对使用。该公司收集并使用消费者人脸信息时，未取得消费者同意。上述公司行为违反了《消费者权益保护法》相关规定被处以罚款5万元。,,,,,3,0,2,2022-01-25 09:06,nova 5i Pro,,,,,蓝V
4729208129192247,LcfPSCzk3,3317969500,朝阳网警,【#谣言止不住是否因造谣成本太低#造谣者、传播者、平台都有可能承担责任】#造谣的本质就是传播虚假信息#网络造谣事件屡见不鲜且屡禁不止，个人信息的泄露、流传以及滥用常常导致“开局一张图，故事全靠编”的情况，给当事人造成负面影响。中国人民大学信息法中心主任张新宝教授认为，造谣的本质就是传播虚假信息，且这个信息对于当事人的名誉评价是不利的。他还表示，对于谣言的治理，《个人信息保护法》可能会“带来一些新的变化”。#净网2021#L央视网快看的微博视频,,,,"谣言止不住是否因造谣成本太低,造谣的本质就是传播虚假信息,净网2021",0,1,1,2022-01-24 16:55,微博视频号,,"http://locallimit.us.sinaimg.cn/o0/gNm5dndilx07T6Us02gw01041200OMCE0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1737468982&ssig=%2Bp11P3bd%2BP&KID=unistore,video",,,蓝V
4729204690125129,LcfKl0wyd,7434716811,网信石家庄桥西,警惕！国家计算机病毒应急处理中心监测发现15款违法移动应用　　国家计算机病毒应急处理中心近期通过互联网监测发现15款移动应用存在隐私不合规行为，违反网络安全法、个人信息保护法相关规定，涉嫌超范围采集个人隐私信息。未向用户明示申请的全部隐私权限，涉嫌隐私不合规。　　涉及14款App如下：　　《朋友淘》（版本2.4.1，360手机助手）、《值哆少》（版本4.0.5，360手机助手）、《爱字幕》（版本2.9.5，360手机助手）、《禾连健康》（版本9.3.10，360手机助手）、《小猿口算》（版本3.29.2，安智市场）、《云联健康》（版本3.1.5，华为应用市场）、《邦尼》（版本5.9.12，华为应用市场）、《易家人》（版本2.5.13，乐商店）、《牙医管家》（版本5.1.0.0，乐商店）、《极光单词》（版本2.5.6，乐商店）、《送水侠》（版本5.3.6，豌豆荚）、《寻迹旅行》（版本3.0.1，豌豆荚）、《亦信》（版本3.4.7，应用宝）、《倒班助手》（版本4.4.1，应用宝）。App在征得用户同意前就开始收集个人信息，涉嫌隐私不合规。　　涉及2款App如下：　　《云联健康》（版本3.1.5，华为应用市场）、《寻迹旅行》（版本3.0.1，豌豆荚）。未提供有效的更正、删除个人信息及注销用户账号功能，或注销用户账号设置不合理条件，涉嫌隐私不合规。　　涉及4款App如下：　　《朋友淘》（版本2.4.1，360手机助手）、《值哆少》（版本4.0.5，360手机助手）、《邦尼》（版本5.9.12，华为应用市场）、《大乱斗》（版本3.1.9，小米应用商店）。未建立并公布个人信息安全投诉、举报渠道，或超过承诺处理回复时限，涉嫌隐私不合规。　　涉及5款App如下：　　《朋友淘》（版本2.4.1，360手机助手）、《值哆少》（版本4.0.5，360手机助手）、《大乱斗》（版本3.1.9，小米应用商店）、《亦信》（版本3.4.7，应用宝）、《倒班助手》（版本4.4.1，应用宝）。　　针对上述情况，国家计算机病毒应急处理中心提醒广大手机用户首先谨慎下载使用以上违法、违规移动App，同时要注意认真阅读App的用户协议和隐私政策说明，不随意开放和同意不必要的隐私权限，不随意输入个人隐私信息，定期维护和清理相关数据，避免个人隐私信息被泄露。来源丨新华社,,,,,0,0,0,2022-01-24 16:42,微博 weibo.com,,,,,蓝V
4729202958141795,LcfHxya3h,5885164595,百度安全,【百度点石入选《IDCPeerScape:金融行业隐私保护计算探索与实践》成功案例】近日，IDC发布《IDCPeerScape:金融行业隐私保护计算探索与实践》报告，预测2021年我国大数据市场整体规模超110亿美元，且随着《数据安全法》和《个人信息保护法》的施行，市场对数据安全保护意识逐渐增强、呈现出强劲的增长态势。O网页链接,,,,,0,0,0,2022-01-24 16:35,微博 weibo.com,https://wx1.sinaimg.cn/large/006qhy9Bly1gyoukh4ue7j30hc0a474x.jpg,,,,蓝V
4729198947600318,LcfB4vTbM,5105192588,成都市青羊区人民法院,【#谣言止不住是否因造谣成本太低#造谣者、传播者、平台都有可能承担责任】#造谣的本质就是传播虚假信息#网络造谣事件屡见不鲜且屡禁不止，个人信息的泄露、流传以及滥用常常导致“开局一张图，故事全靠编”的情况，给当事人造成负面影响。中国人民大学信息法中心主任张新宝教授认为，造谣的本质就是传播虚假信息，且这个信息对于当事人的名誉评价是不利的。他还表示，对于谣言的治理，《个人信息保护法》可能会“带来一些新的变化”。#取快递被造谣出轨女当事人现状#（央视网快看）L央视网快看的微博视频,,,,"谣言止不住是否因造谣成本太低,造谣的本质就是传播虚假信息,取快递被造谣出轨女当事人现状",0,0,1,2022-01-24 16:19,微博视频号,,"http://locallimit.us.sinaimg.cn/o0/gNm5dndilx07T6Us02gw01041200OMCE0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1737468982&ssig=%2Bp11P3bd%2BP&KID=unistore,video",,,蓝V
4728877262573537,Lc7eeaNuF,1657987915,财富中文网,【2022年个人信息侵权或将现最高五千万罚单】2022年1月21日下午，中国司法大数据研究院等机构联合发布了《中国金融机构从业人员犯罪问题研究白皮书（2021）》，统计显示，随着我国不断加强个人信息保护的立法，金融机构从业人员侵犯公民个人信息案件也在增多。《个人信息保护法》处罚金额最高是5000万元人民币。专家认为，对于大体量的机构，特别是像一些大的互联网平台企业、金融机构来说，可能会在2022年看到这样的罚单。O网页链接,,,,,0,0,9,2022-01-23 19:01,微博 weibo.com,https://wx3.sinaimg.cn/large/62d2e34bly1gynhdb4v0nj20rs0go0x1.jpg,,,,蓝V
4728865526911209,Lc6VisZV7,6541776963,数智玩家,#小红书违反未成年人保护法被罚#怎样合理的玩流量。很明显，小红书会玩，但是玩出事了。无论是小红书还是别的平台，plmm（具体咱不知道）都是相对比较容易进入流量池的。就我个人体验，我刷到这个内容占比相对较少。因为我关注的圈子主要是摄影内容的。我个人觉得，在算法上还需要精准，通过认证信息去屏蔽部分博主内容屏蔽，同时大力监管内容的质量，增加差异化对比，并对其限流或者是下线。,,,,小红书违反未成年人保护法被罚,0,3,6,2022-01-23 18:14,小米10,https://wx3.sinaimg.cn/large/0078ID1Fgy1gynrtdwhdaj30u01t07mu.jpg,,,,黄V
4728865489158357,Lc6VeCqvr,5509516127,毒德大学字幕组,#苹果要求App必须有删除账号功能#这个当然支持，允许删除功能，是符合个人信息保护法基本原则的，不允许删除才是不正常。,,,,苹果要求App必须有删除账号功能,0,1,25,2022-01-23 18:14,iPhone 13(星光色),,,,,黄V
4728846266400794,Lc6qeqR8C,6141067912,小芒果CY-唯愿淮安版,#苹果要求APP必须有删除账号功能#在苹果设备上删除只需要长按，然后会出来两个选项，一个是移除一个是删除，有时候大家不知道到底是删除还是移除，觉得移除就好了，但其实移除之后，你只是删除了桌面上的图，并不意味着你在这个软件中的信息就永远消失了。传出消息说苹果要求简化这个，我觉得这个不错，可以一并删除个人的隐私信息，不用担心在你不用这个程序之后他们还会留有你的个人隐私。但是，希望是真实的信息被删除，而不是又是一个幌子，搞了半天，没有被删除只是被隐藏了，也希望其他也能卷起来，在安全和隐私这块做得越来越好。,,,,苹果要求APP必须有删除账号功能,102,60,364,2022-01-23 16:57,🐳iPhone 12,,,,,金V
4728829015493317,Lc5Ypn33T,7524419514,罗诈诈,#小红书违反未成年人保护法被罚#整治一下也好，要不然有些APP要打擦边球。不得不说，有些APP就是在监控个人的，比如你在线下刚刚说某一款酒或者某一款化妆品，你上APP的时候，恰好就是刷到了这个产品的推荐。一次两次还觉得无所谓，三次4次之后就不是巧合，所以说这就是在监控他人。违反未成年人保护法，那肯定是要处罚的，这个没有多讲。希望有关部门对APP多进行监管，多进行规范，不要有窃听监控的行为，更不要推送一些暴力，或者说不适合未成年人的内容和信息。不管是哪个APP，都必须按照相关的法律执行，不要做出违规违法的行为。当然这只是提醒，需要有关部门核实以后作出处罚，作出通报，这才能够让大家知道。有时候，我觉得某些APP收集信息，就有可能和诈骗集团有关系，但没有证据，只能猜测。#微博新知博主#消灭杀猪盘超话网络诈骗超话#诈骗#,,,,"小红书违反未成年人保护法被罚,微博新知博主,诈骗",0,0,1,2022-01-23 15:49,,,,,,黄V
4728752761734711,Lc3Zq7hhd,1905628462,上海证券报,#上证快讯#【上海市人大代表康凯：数字世界已来建议在AI、元宇宙等科技领域全面布局】2022年上海两会期间，上海市人大代表、上海帝联信息科技股份有限公司董事长康凯表示，上海城市数字化转型已从“顶层设计”阶段转到“全面推进阶段”。他建议，上海应在数字技术发展上取得领先，推进《个人信息保护法》《数据安全法》等法律法规落地，解决个人数据安全、个人信息携带权问题。O上海市人大代表康凯：数字世界已来建议在AI、元宇宙等科技领域全面布局,,,,上证快讯,3,0,2,2022-01-23 10:46,微博 weibo.com,https://wx1.sinaimg.cn/large/7195952egy1gynev4gvdgj20m80go78q.jpg,,,,普通用户
4728712173457595,Lc2VXevtF,7349525293,国晖北京律师事务所,#国晖北京律师事务所##个人信息保护法严管大数据杀熟行为#莫名其妙接到各种推销电话？个人信息被泄露？这可怎么办才好呢？L国晖北京律师事务所的微博视频,,,,"国晖北京律师事务所,个人信息保护法严管大数据杀熟行为",0,1,3,2022-01-23 08:05,微博视频号,,"http://f.video.weibocdn.com/o0/00327grjlx07T24GHZa001041200J0qa0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1737468989&ssig=wPFYeCRH8Z&KID=unistore,video",,,蓝V
4728597765950746,LbZXqoY3M,5254057450,阿奇聊科技,2022年中国互联网广告市场增长率不会超过8%广告是经济的晴雨表。受制于最新的奥密克戎疫情，2022年大概率国内宏观经济会继续承压，在宏观经济承压的大背景下，国内消费很难得到有效提振。2021年的数据已经很能说明问题了——2021年三季度社会消费品零售总额同比增速仅为5%，而一季度、二季度的数据分别为34%、14%。当广告受众的消费意向开始变得谨慎时，广告主的投放意愿很难得到提振。广告是互联网的第一大商业模式，据QuestMobile数据，三季度互联网广告整体增速放缓，同比增长率已经跌至个位数——9.5%。这一数据和互联网公司Q3财报的数据也能互相印证——腾讯的广告收入增长率为5.4%、阿里巴巴的营销收入（主要为广告）增速为3%、百度的广告收入增速4.2%，爱奇艺更是同比下降9.8%。整个行业进入缓慢增长的新常态。2021年广告行业经历的开屏整改、苹果IDFA隐私调整、《个人信息保护法》实施等监管因素会继续影响2022年的互联网广告走势。基于此，我预测——2022年中国互联网广告市场增长率不会超过8%。这是这个行业从来没有过的一个数字，互联网广告最困难的一年将会变成现实。曾经的高速增长停止了，8%微增长意味着存量博弈，巨头与巨头、巨头与创业公司的厮杀会更加激烈，而这将影响广告行业的每一个人。辅助预测——B站或许是为数不多能保持广告业务50%以上增长率的公司。,,,,,310,631,1019,2022-01-23 00:30,微博 weibo.com,,,,,红V
4728558150487380,LbYVx22MY,1831989404,糖宝说财经,自2021年11月1日起正式实施的《个人信息保护法》再次从法律层面定调金融账户的敏感性，要求金融机构在处理生物识别、医疗健康、金融账户、行踪轨迹等敏感个人信息时，都必须取得个人的单独同意。,,北京,,,0,0,0,2022-01-22 21:52,iPhone客户端,,,,,普通用户
